Nada | seu-socio-gestor-auditoria-3.zip | Escopo!18/09/2026 | 53 XLSX abertos e inspecionados: 234 abas, 162.716 fórmulas, 276 validações e 470 regras condicionais. TRIAGEM-COMPLETA.md, LEIA-ME.md, INVENTARIO.md e referências lidos. Comparação com o pacote e o parecer anteriores. | Diagnóstico sem alterar qualquer XLSX; hashes dos 53 originais conferidos ao final. | Este relatório contém correções G-1 a G-32, regressões, 12 contas novas, contratos, veredictos, testes nativos e inventários. Nada significa ausência de achado naquele teste, não certificação universal.
Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!E11 | Regra condicional: {"type": "expression", "formula": ["Dados!$F$9=\"No alvo\""], "priority": 39, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!G11 | Regra condicional: {"type": "expression", "formula": ["Dados!$F$15=\"Fora\""], "priority": 40, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!G11 | Regra condicional: {"type": "expression", "formula": ["Dados!$F$15=\"Perto\""], "priority": 41, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!G11 | Regra condicional: {"type": "expression", "formula": ["Dados!$F$15=\"No alvo\""], "priority": 42, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!E15:E28 | Regra condicional: {"type": "expression", "formula": ["E15=\"No alvo\""], "priority": 43, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!E15:E28 | Regra condicional: {"type": "expression", "formula": ["E15=\"Perto\""], "priority": 44, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Painel!E15:E28 | Regra condicional: {"type": "expression", "formula": ["E15=\"Fora\""], "priority": 45, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Config!B10 | Validação inspecionada: {"type": "list", "sqref": "B10", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "False", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Config!B5 | Validação inspecionada: {"type": "list", "sqref": "B5", "formula1": "=Config!$D$5:$D$16", "formula2": "None", "allowBlank": "False", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Dados!D5:D18 | Validação inspecionada: {"type": "list", "sqref": "D5:D18", "formula1": "\"Maior é melhor,Menor é melhor\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Dados!F5:F18 | Regra condicional: {"type": "expression", "formula": ["F5=\"No alvo\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Dados!F5:F18 | Regra condicional: {"type": "expression", "formula": ["F5=\"Perto\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Dados!F5:F18 | Regra condicional: {"type": "expression", "formula": ["F5=\"Fora\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/17-painel-do-escritorio.xlsx | Histórico!A5:A16 | Regra condicional: {"type": "expression", "formula": ["ROW()-4=Config!$B$8"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Inventário!arquivo | 5 abas; 275 fórmulas; 1 validações; 7 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: ABS, AVERAGE, COUNT, IF, INDEX, MATCH, N, OR, ROUND, SUM; SHA-256 inalterado: fdef3723ac51f8fba9d9255ca7b070e4981a0268d06f34186b90598406dea41c | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 03-advogados/18-resultado-mensal.xlsx | Painel!E5 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(E5),E5<0)"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Painel!H9:H16 | Regra condicional: {"type": "expression", "formula": ["H9=\"Dentro do previsto\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Painel!H9:H16 | Regra condicional: {"type": "expression", "formula": ["H9=\"Perto\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Painel!H9:H16 | Regra condicional: {"type": "expression", "formula": ["H9=\"Fora do previsto\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$D$5:$D$16", "formula2": "None", "allowBlank": "False", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/18-resultado-mensal.xlsx | Resultado!B32:O32 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(B32),B32<0)"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Resultado!B32:O32 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(B32),B32>=0)"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/18-resultado-mensal.xlsx | Resultado!B4:M4 | Regra condicional: {"type": "expression", "formula": ["COLUMN()-1=Config!$B$8"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Inventário!arquivo | 5 abas; 143 fórmulas; 3 validações; 9 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AVERAGEIFS, COUNTIFS, IF, IFERROR, INT, MAX, MIN, OR, REPT, ROUND, TEXT; SHA-256 inalterado: 778d801e19c9ded20cf87cf6135fa81109d2b69622fb7664a4f1dc6eb5c6b4ac | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Painel!G15:G23 | Regra condicional: {"type": "expression", "formula": ["G15=\"Atingido\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Painel!G15:G23 | Regra condicional: {"type": "expression", "formula": ["G15=\"No ritmo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Painel!G15:G23 | Regra condicional: {"type": "expression", "formula": ["G15=\"Atenção\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Painel!G15:G23 | Regra condicional: {"type": "expression", "formula": ["G15=\"Em risco\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!K5:K13 | Validação inspecionada: {"type": "list", "sqref": "K5:K13", "formula1": "\"Maior é melhor,Menor é melhor\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!C5:C13 | Validação inspecionada: {"type": "list", "sqref": "C5:C13", "formula1": "=OFFSET(Config!$B$13,0,0,MAX(1,COUNTA(Config!$B$13:$B$24)),1)", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!E5:G13 | Validação inspecionada: {"type": "decimal", "sqref": "E5:G13", "formula1": "None", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!J5:J13 | Regra condicional: {"type": "expression", "formula": ["J5=\"Atingido\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!J5:J13 | Regra condicional: {"type": "expression", "formula": ["J5=\"No ritmo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!J5:J13 | Regra condicional: {"type": "expression", "formula": ["J5=\"Atenção\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Metas!J5:J13 | Regra condicional: {"type": "expression", "formula": ["J5=\"Em risco\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/19-metas-do-trimestre.xlsx | Semanas!C4:O4 | Regra condicional: {"type": "expression", "formula": ["COLUMN()-2=Config!$B$9"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Inventário!arquivo | 5 abas; 213 fórmulas; 4 validações; 2 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: ABS, AND, CHAR, COUNT, COUNTIF, FIXED, IF, INDEX, LOWER, MATCH, MAX, MIN, OR; SHA-256 inalterado: b38e07f178ecce18f406dc5dee17ea9b924634fb86140337623d58042eb8db67 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Painel!A5:H16 | Regra condicional: {"type": "expression", "formula": ["OR($G5=\"Abaixo da meta\",$G5=\"Acima da meta\")"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Painel!A5:H16 | Regra condicional: {"type": "expression", "formula": ["$G5=\"No alvo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$D$5:$D$16", "formula2": "None", "allowBlank": "False", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Indicadores!E5:E16 | Validação inspecionada: {"type": "list", "sqref": "E5:E16", "formula1": "\"Sim,Não\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Indicadores!C5:C16 | Validação inspecionada: {"type": "list", "sqref": "C5:C16", "formula1": "\"0,1,2\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 03-advogados/20-resumo-do-mes.xlsx | Indicadores!B5:B16 | Validação inspecionada: {"type": "list", "sqref": "B5:B16", "formula1": "\"R$,%,un,h,pts\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Inventário!arquivo | 5 abas; 23008 fórmulas; 16 validações; 12 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, CHOOSE, COUNTIF, COUNTIFS, DATE, DAY, IF, IFERROR, INDEX, MATCH, MAX, MIN, MONTH, OR, REPT, ROUND, SUM, SUMIFS, SUMPRODUCT, TIME, WEEKDAY, YEAR; SHA-256 inalterado: 5d21f5bb56d67e26d479d1272039e28943f83125799794f55e4c254d0a9905b2 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Painel!D11:D18 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D11),D11<0.6)"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Painel!G11:G18 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(G11),G11>0.1)"], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 04-medicos/01-agenda-e-ocupacao.xlsx | Painel!A34:H39 | Regra condicional: {"type": "expression", "formula": ["AND($B34=0,$E34=0)"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.
